Plateforme,Avis,Notes sur 5
deel.com,"Excellent assistanceExcellent assistance. Greatly appreciatedDate of experience: February 27, 2023",5
deel.com,"payment method helpCustomer experience was prompt and helpful.Date of experience: February 26, 2023",5
deel.com,"Really poor operations and serviceReally poor operations and service.  I have already in 3 months experienced a number of issues:* Cannot add a bonus payment without a lot of trouble and confusion in the Deel team.* Suddenly, one of our team's monthly salary doubled without any request or approval from me.Everyone seems confused.Date of experience: February 25, 2023",2
deel.com,"Withdrawal not received, DEEL asking for my full bank balanceDidn't receive a withdrawal and DEEL is asking for a copy of my bank account balance and all the transactions I did in the current month, in order to investigate my case.  That is sensitive information DEEL!Date of experience: February 23, 2023",3
deel.com,"Quick and accurate communicationQuick and accurate communication, friendly staff.Date of experience: February 24, 2023",5
deel.com,"Phenomenal Customer ServicePhenomenal Customer ServiceMy company has been a customer of Deel since its infancy and their customer service has only improved. Every time I have a question, the team does everything possible to answer my question as quickly as possible.Date of experience: February 24, 2023",5
deel.com,"Maria was a sweetheart and was really…Maria was a sweetheart and was really understanding of what I needed.. Also, Jhun Manzo always make it work.Date of experience: February 23, 2023",5
deel.com,"Deel is great and I recommend it to…Deel is great and I recommend it to anyone who's running a team of people from all over the world!Date of experience: February 23, 2023",5
deel.com,"Great rep Melissa was super helpfulCS rep Melissa was super helpful and went out of her way to send me screenshots of the steps I needed to take to resolve my issues.Date of experience: February 23, 2023",5
deel.com,"The staff is very responsive and they…The staff is very responsive and they reach out to you when they see issues with documents/tax, etc., The experience could be easier for people that are new to this kind of system, but overall they're good.Date of experience: February 22, 2023",4
deel.com,"Great help via chatDuring the setup process, I had several questions and they were all solved within minutes via chat. Super friendly and for an old man like me very very understandable.Date of experience: February 21, 2023",5
deel.com,"Deel is an amazing platform!Deel is an amazing platform and their support is perfect, very responsive, and polite and they know how to guide you through the platform and its features. Overall I have had a great experience with Deel.Date of experience: February 21, 2023",5
deel.com,"a great person and wonderful help i…a great person and wonderful help i wish always to meet you God keep you safe dear.thanks for your help.Date of experience: February 21, 2023",5
deel.com,"ReliabilityQuick and honest answer and very helpful.Date of experience: February 21, 2023",5
deel.com,"Availability and overall qualityAlways available to help and support! Top tier customer support.Date of experience: February 10, 2023",5
deel.com,"overall good experienceDate of experience: February 21, 2023",5
deel.com,"Very professional and polite customer…Very professional and polite customer support.Date of experience: February 21, 2023",5
deel.com,"very helpful customer supportDate of experience: February 21, 2023",5
deel.com,"Very friendly, prompt & straight forward service & systemVery friendly and prompt service, straight forward system.Date of experience: February 20, 2023",5
deel.com,"It was frustrating when my transaction…It was frustrating when my transaction was not completed within the ETA, but the chat support reps assured me and helped me understand the timeframes and were very understanding of my predicament.Date of experience: February 20, 2023",5
deel.com,"You did great Jhun Manzo!!I was assisted by Jhun Manzo, one of the Deel Support team. He’s so nice and helped my concern to be resolved right away. Great Job!Date of experience: February 18, 2023",5
deel.com,"The onboarding experience was great and…The onboarding experience was great and the verification process was fast!Date of experience: February 17, 2023",5
deel.com,"Awasome Support.I have a problem with the platform and the support team solve my problem very quickly.Date of experience: February 15, 2023",5
deel.com,"Amazing Customer SupportUser Friendly interface, Very Useful and responsive customer support. Total W!Date of experience: February 16, 2023",5
deel.com,"ProffesorExcellent serviceDate of experience: February 15, 2023",5
deel.com,"Absolutely horrible experience - Stay AwayAbsolutely horrible experience.  Tried multiple times ahead of first payroll to speak with customer service to ensure our new hire would be paid correctly. None of their multiple people who answered the chat could answer basic questions like how much is our new hire going to be paid, are the expense reimbursements going to be on this paycheck.  Asked to speak to someone on the phone, nope. And guess what, our new hire was paid the wrong amount.Date of experience: February 15, 2023",1
deel.com,"Deel Customer SupportDeel Customer Support - Guilherne was extremely helpful, clear and quick at responding. Thank you!Date of experience: February 15, 2023",5
deel.com,"beautiful application but the problem…beautiful application but the problem is that it does not work in my country the Democratic Republic of Congo I really regret!Date of experience: January 31, 2023",4
deel.com,"5 stars service!Everything was solved fast and left me with no additional questionsDate of experience: February 14, 2023",5
deel.com,"Fast response and kindnessthe first response was fast,she answered to all my questions and was really kindDate of experience: February 14, 2023",5
deel.com,"Great softwareGreat software, and great support!Date of experience: February 13, 2023",5
deel.com,"They were so great and thorough and…They were so great and thorough and uber-professional with a great big dose of kindness thrown in. Valeria was swift in resolution. Really great to work with!Date of experience: February 11, 2023",5
deel.com,"Very accurate and fast advice.Date of experience: February 13, 2023",5
deel.com,"Thanks for your servicesDate of experience: June 22, 2022",5
deel.com,"DEEL is amazing, and zero fees!As an independent contractor DEEL is a game changer. The process to sign up and receive payments is extremely easy. They also don't charge any commission fee whatsoever and I'm getting paid 100% what I'm supposed to be getting paid. I am currently a day trader trading for a prop firm, and receiving my payouts through DEEL. I can confirm that everything is legit and I have had no issues so far.Date of experience: February 13, 2023",5
deel.com,"Overall I'm gratefulOverall, I'm grateful for Deel's service. I've hired a few international employees through them and was happy to avoid the need to set up a business entity in those countries.Deel's communication is not clear enough to let things run on auto-pilot. I do feel the need to check in and make sure they're doing things (paperwork, billing) correctly.When things have gone wrong, their support team was helpful and kind while resolving the issues.Date of experience: February 01, 2023",4
deel.com,"The team really goes above and beyond…The team really goes above and beyond to solve any question I may have.Date of experience: February 09, 2023",5
deel.com,"I have spoken with many support team…I have spoken with many support team members since we started using Deel who all have been amazing! But recently I spoke with Cleia and Daniela. Both were so helpful and very knowledgeable. They answered all of my questions and provided great resources for me to review as well!Date of experience: February 09, 2023",5
deel.com,"Very fast and helpfulDate of experience: February 08, 2023",5
deel.com,"Easy to use and highly responsiveDate of experience: February 09, 2023",5
deel.com,"Simple, speedy, and always raising the bar!Simple, speedy, and always raising the bar! I appreciate how easy it is to navigate Deel and get support. The day that they do payroll for employees on a not EOR model is the day they can have all my coins! Seriously, I would recommend Deel to anyone hiring globally. I currently use it to pay global contractors and global team members on the EOR model. It'd be my dream to have ALL of our team members on Deel for ease of use. What I also love is their product is constantly evolving and getting updated to be even better, further demonstrating that they're not satisfied with good enough and that they're always looking to raise the bar! My one piece of feedback that I consistently share is I want to see better permissions for admins. The permissions are currently very limited, and I want to have more control over who can see what. Not a make or break for us right now, but something we really hope to see in the future as our team scales.Date of experience: February 08, 2023",5
deel.com,"Deel is easy to useDeel is easy to use. There are various options for ready-made contracts for different tasks and positions. They have a great and fast support team.Date of experience: February 08, 2023",5
deel.com,"It's a great serviceIt's a great service, very usefulDate of experience: February 08, 2022",5
deel.com,"Fast and good :)Date of experience: February 07, 2023",5
deel.com,"Great, easy and trustableTrustable, fast, easy to navigate. Great platform to use. I receive my money within 24 hours. 100% recommended.Date of experience: February 06, 2023",5
deel.com,"deel is good platforme youre money is…deel is good platforme youre money is safe easy to withdraw and their support is the best thank thank,you verry much deel for your serviceDate of experience: February 06, 2023",5
deel.com,"Melissa was awesomeMelissa was awesome! all her help was outstanding and excellent. Thanks for everything!Date of experience: February 06, 2023",5
deel.com,"So far, SO goodSo far, I have had near-zero issues on this platform. The customer service has been excellent. The registration was clear and easy to understand. Paying contractors is easy. Understanding compliance is easy. I haven't had but one hiccup and even that was resolved quickly. new contractors? Easy. Cancelled contracts? Easy. Payment? Easy. Really can't stress enough how simple it has made my job.Date of experience: February 06, 2023",5
deel.com,"Great Customer Support!The Deel customer support team managed to fix my problem within minutes. They are kind and eager to help. It was a great experience!Date of experience: February 05, 2023",5
deel.com,"Fast and ReliableVery fast withdrawal of funds to local bank. Reliable customer support. Quick invoice creation.Date of experience: February 05, 2023",5
deel.com,"Constant problems with paymentsConstant problems. Constant. First, they don't tell anyone that they will not be paying me as an employee from a local bank account. They also do not mention it in the contract or verbally as if this can't possibly create problems for us as employees when trying to do something with our hard earned money as mortgage loans. Then they claim that opening a local bank account is something that takes a while (it's been a year now, stop lying). Then I change the bank account details IN TIME (before the cut-off date) and they still manage to pay out the salary to the WRONG bank account and now aren't able to answer why it happened, completely disregarding the fact that we as employees might have closed the previous bank account and if we update the info in the app it's for a reason. Now they are incapable of answering why it happened or provide any reassurance that it won't happen again. So, they are responsible for one job and they can't do that.Date of experience: January 31, 2023",1
deel.com,"Amazing customer serviceDate of experience: February 05, 2023",5
deel.com,"Great service for contractorsGreat all round support when needed and service of getting paid for contracts is seamless.  Great service. ThanksDate of experience: February 03, 2023",5
deel.com,"Very good customer serviceSpoke to Santiago about something quite complex and he was very informative and able to explain the situation clearly to me and give advice on what my next steps are. very happy with the customer service.Date of experience: February 03, 2023",5
deel.com,"deel a good experienceAs a contractor, it has been a good experience using deel to manage payments with my clients and its user support is excellent, it can help you in many languages other than English, I would recommend using deelDate of experience: February 03, 2023",5
deel.com,"Great supportGreat supportLoved the support, fast and responsive. Answered to all my questions.Date of experience: February 01, 2023",5
deel.com,"no commentno comment. the issue was resolvedDate of experience: February 01, 2023",5
deel.com,"Customer support very kind and prepared…Customer support very kind and prepared to solve all my problems and doubtsDate of experience: February 01, 2023",5
deel.com,"Fantastic and very fast customer…Fantastic and very fast customer service.Date of experience: February 02, 2023",5
deel.com,"the support are excelentthe support are excelent, so nice and wonderful. i recomendedDate of experience: February 02, 2023",5
deel.com,"Speed and competenceDue to inattention, we had a problem with sending payments to employees. The support service came to the rescue within one minute of the request. Within five minutes, the issue was successfully resolved. The technical support staff was very polite and friendly.Date of experience: February 01, 2023",5
deel.com,"Great ServiceDeel's chat starts with AI, but is very quick to get a human when you ask a question it cannot answer which is great.  My question was specific so the first person had to transfer me to another person with a different knowledge set.  The rep was knowledgeable and I thought very thorough, but learned later that I had missed a step in the process. In fairness, I should have realized it when it happened, so overall, I'd still consider the service above average.Date of experience: February 01, 2023",4
deel.com,"I feel better after the human supportI feel better after the human support. I hope to continue in my job and make my dreamsDate of experience: February 01, 2023",5
deel.com,"You don't just see empathetic and…You don't just see empathetic and skilled support these days.Date of experience: February 01, 2023",5
deel.com,"Real commitementThe support staff Daniela Lozano De La Pava, was very kind and helpful with my issues, so I can resolve everything in no time.Thank you very muchDate of experience: January 31, 2023",5
deel.com,"Trusted platform for contractors and…Trusted platform for contractors and clients.Date of experience: January 31, 2023",5
deel.com,"PerfectPerfect, The mate is very supportive, high efficient, and provided instant guide/feedback whenever needs further actions from my end. The most important part is finally the whole issue solved successfully.Date of experience: January 31, 2023",5
deel.com,"Lovely experience with DeelLovely experience with Deel, and great customer support!Date of experience: January 30, 2023",5
deel.com,"Deel team is the Best Team in the worldWhenever I requested help from Deel team, I always felt that their support has been really fast and good.I sincerely respect them and their business.Deel support team is the best one.Really thanks.Date of experience: January 30, 2023",5
deel.com,"Deel AdvanceGreat experience with Deel Advance! Thumb up!Date of experience: January 16, 2023",5
deel.com,"Quick and friendly solved my issueDate of experience: January 30, 2023",5
deel.com,"Great supportI consider the most importan feature in a service company is their support. Deel has a great oneDate of experience: January 31, 2023",5
deel.com,"Helps me manage a contract with a…Helps me manage a contract with a global workforce at the click of a button.Date of experience: January 31, 2023",5
deel.com,"Quick and simple transactions and a…Quick and simple transactions and a great support chat team! Very polite, informative and helpful.Date of experience: January 31, 2023",5
deel.com,"Astonishing Customer experienceBesides that the platform made working remotely excellent.Their customer experience support is one of a kindDate of experience: January 30, 2023",5
deel.com,"I stopped using the platformI stopped using the platform as I've moved my contracts to a competitor, and I received three or four emails asking for feedback, which I thought were voluntary. After a week I didn't reply, I was contacted via phone by a customer success manager asking why I am not using their platform anymore. I am not even sure it is allowed to contact customers based in Europe via phone without explicit consent...Date of experience: January 30, 2023",1
deel.com,"I cannot believe they are in businessI cannot believe they are in business. I was a manager for a company that was using Deel in UK and Canada for payroll and as a record of employer. I myself was also paid through Deel. Constant issues with incorrect taxation, wrong pension, horrific customer service (can't even phone someone and take days if not weeks to resolve issues), it's taken 3.5 months to resolve minor edits on a contract. The amount of times someone on customer service will just answer the wrong answer and close a chat without you being able to respond is INSANE. Use Remote or Oyster or literally any alternative. Horrible experience and I will never give them business again.Date of experience: March 29, 2022",1
deel.com,"Excellent supportAlways solves queries. No complaints its the best till date.Date of experience: January 29, 2023",5
deel.com,"Response are fast and reliableDate of experience: January 28, 2023",5
deel.com,"Great service.Excellent service processing overseas payments. Quick response in case of any issue that requires customer care support.Date of experience: January 28, 2023",5
deel.com,"Thank you Jhun!Thank you Jhun! You deserve a raise!Date of experience: January 27, 2023",5
deel.com,"Great support!Date of experience: January 27, 2023",5
deel.com,"Deel is the new deal!Deel is awesome so as their support. So far the experience has just been a breeze 😍 Ikechukwu is a rock star ⭐️ ⭐️ ⭐️ ⭐️ ⭐️Date of experience: January 27, 2023",5
deel.com,"These guys just always understand the…These guys just always understand the question really quickly, and are very fast and responsive. Great job!Date of experience: January 26, 2023",5
deel.com,"Wonderful customer serviceThe live help chat feature was absolutely perfect!Date of experience: January 27, 2023",5
deel.com,"the customer service was very…the customer service was very responding and helpfulDate of experience: January 26, 2023",5
deel.com,"Easy to use and great support.Date of experience: January 26, 2023",5
deel.com,"Sadaf is amazingSadaf is amazing! She precisely answered my question.Date of experience: January 26, 2023",5
deel.com,"Hugely knowledgeableHugely knowledgeable. And just downright kind. Made sure I had all my Q's answered.Date of experience: January 26, 2023",5
deel.com,"Helped me with my troubleshooting of an…Helped me with my troubleshooting of an issue on the platform.Nice, professional, friendly, didn't chide me for missing the obvious button that would have solved my issue.Date of experience: January 26, 2023",5
deel.com,"I really like my experience with DeelI really like my experience with Deel. Fast transfer, nice people in supports team 🙌Date of experience: January 25, 2023",5
deel.com,"trustworthytrustworthy, helpful, and has multiple options to withdraw. No complaints yet. Especially coming from wise, they just eat my money.Date of experience: January 25, 2023",5
deel.com,"Deel couldn't be more perfect…Deel couldn't be more perfect because that level of perfection doesn't exist, otherwise they would be in it. They replied really quick and help me thru an issue and were always on point.Date of experience: January 25, 2023",5
deel.com,"Very efficient staff and relationship…Very efficient staff and relationship with quick and to the point resultsDate of experience: January 24, 2023",5
deel.com,"It was fast and simpleIt was fast and simple, truly recommendDate of experience: January 25, 2023",5
deel.com,"Excellent Customer Services & SupportRomeo contacted as soon as they saw my problem, and gave me the most amazing, kind and professional experience for customer services, also made me feel extremely secure about my money and the problem, which allow me to be patience about it.Date of experience: January 24, 2023",5
deel.com,"Got information clearlyGot information clearly. The support are very good. Much appreciated.Date of experience: January 25, 2023",5
deel.com,"My experience with support was greatMy experience with support was great! He helped me in each and every one of the questions I had and guided me to give me the answer I needed so much. Hopefully Cleía attends her and you will not regret it!Date of experience: January 24, 2023",5
deel.com,"Fantastic Withdrawal experience with Deel. I will get my next payment soon to my Deel.I am a new user of Deel and Fantastic experience got from Deel, actually I received a contract payment in the deel and I was surprised that my withdrawal took around 2 minutes to received to my wise account and Binance. just wow, nothing to explain more than it.Date of experience: January 18, 2023",5
deel.com,"Great service easy to use fast response…Great service easy to use fast response if help neededDate of experience: January 23, 2023",5
deel.com,"PayoutGreat user interface, really efficient customer support.Date of experience: January 24, 2023",5
deel.com,"Great user interfaceGreat user interface, really efficient customer support. Everything I needed so far (documents, information, etc.) was pretty easy to find or to request - to which I always received a prompt answer.Date of experience: January 23, 2023",5
deel.com,"very good servicesDate of experience: January 22, 2023",5
deel.com,"Best Customer ServiceDeel has one of the best customer services I've ever experienced, they are fast, effective and manage to instruct the steps to be taken to solve the problem.Date of experience: January 21, 2023",5
deel.com,"Good services offered to meDate of experience: January 13, 2023",4
deel.com,"Everything.Date of experience: January 19, 2023",5
deel.com,"Very helpful thanks IraDate of experience: January 20, 2023",5
deel.com,"Trustworthy companyI am a Deel contractor for about a year. I found it very trustworthy and supportive. The customer service is 24/7 online, responding quickly and efficiently to any requirements. They are very careful about the verification and your safety. I strongly suggest you to use their services.Date of experience: January 19, 2023",5
deel.com,"Fast payment and excellent customer serviceFast payment and excellent customer service.    Was a little bit skeptical at first, but NO complaints.   Thank you!Date of experience: January 19, 2023",5
deel.com,"Friendly agent! Great Helper!Friendly agent, helped me with all my questions!Date of experience: January 19, 2023",5
deel.com,"nice costumer servicenice costumer service. loved itDate of experience: January 18, 2023",5
deel.com,"perfect supportDate of experience: January 19, 2023",5
deel.com,"Quick and helpfulDate of experience: January 19, 2023",5
deel.com,"Excellent Support & Great ProductExcellent Support & Great ProductGreat product overall. And excellent communication skills from support.Date of experience: January 18, 2023",5
deel.com,"Very convenient service with the best…Very convenient service with the best customer supportDate of experience: January 18, 2023",5
deel.com,"They are always very friendly and quick…They are always very friendly and quick to answer all my questions, the support team is very efficientDate of experience: January 18, 2023",5
deel.com,"Easy to setup and use + great customer service!Easy to setup, nice UX, and great customer service!!Date of experience: January 18, 2023",5
deel.com,"Fast and efficientReally quick and prompt response.As a new user some things were unclear but through chat they provided with the information i needed.Date of experience: January 17, 2023",5
deel.com,"You can always rely on deel supportThe Deel support is just great!!! Always super fast in feedback, solution-oriented and nothing is too much for them. You can only wish for support like this everywhere.Date of experience: January 17, 2023",5
deel.com,"Very responsive and professional…Very responsive and professional always. Highly endorse them as a service.Date of experience: January 17, 2023",5
deel.com,"5 starfast, helpful, friendlyDate of experience: January 16, 2023",5
deel.com,"Very nice appEasy to use, resolutive team. High countries coverage. CongratulationsDate of experience: January 17, 2023",5
deel.com,"Phillips is great.Date of experience: January 16, 2023",5
deel.com,"Payment process inquiryThe customer service (I chatted with Maria) is very good. - The process itself however is rather cumbersome. Why is it necessary to pay an invoice on the platform to generate a payment reference? And why are there additional payment fees that are not stated on the invoice but only on the payment statement?Date of experience: January 16, 2023",4
deel.com,"The service is fast and efficient.Date of experience: January 16, 2023",5
deel.com,"Great customer service!Date of experience: January 15, 2023",5
deel.com,"Support is amazingSupport is amazing, I started a chat and someone was there to help me with my query in under a minute, and also gave a solution to my query very quickly.Date of experience: January 14, 2023",5
deel.com,"Super helpful & patient with all my…Super helpful & patient with all my queriesDate of experience: January 15, 2023",5
deel.com,"deel is safe highly recomendedDate of experience: January 12, 2023",5
deel.com,"I highly recommend DEEL Payroll for…I highly recommend DEEL Payroll for anyone in need of an efficient and convenient payroll solution. The user interface is intuitive and easy to navigate. I am extremely impressed with the level of customer support provided by Deel. The support team is highly responsive, knowledgeable, and dedicated to ensuring that all of my questions and concerns are addressed in a timely and satisfactory manner.Date of experience: January 14, 2023",5
deel.com,"perfectplatform very well made easy and intuitive.they have unrivaled rapid concise and super kind assistanceDate of experience: January 13, 2023",5
deel.com,"GOOD EXPERIENCE1.Dear Maria is very kindly with patience to solve my problem2.The support service is very wonderful that keep this ticket open until my issue has been resolved, that will be good for client.Date of experience: January 13, 2023",5
deel.com,"Agent MariaAgent Maria , she is absolutely professional women in this field how to communicate with customer. absolutely amazing to talk with her.well doneDate of experience: January 13, 2023",5
deel.com,"Problem solvedProblem solved, and swiftly too, to the extent that it can be solved!Date of experience: January 12, 2023",5
deel.com,"I have been using Deel for around a…I have been using Deel for around a month now and the helpdesk has always been really helpful and efficient with any question I had. They quickly refer me to the local team where I am getting paid and solve my issues/questions in little time. Also the agents have been always lovely in our conversations.I am really pleased with themDate of experience: January 12, 2023",5
deel.com,"Their support team is quick in helping…Their support team is quick in helping resolve issues!Date of experience: January 12, 2023",4
deel.com,"By far the best out thereBy far the best out there. The support is very helpfull always. Even sometimes cause they have to do with salaries they are taking a lot of s**t (personal experience)Date of experience: January 12, 2023",5
deel.com,"Being a disruptive platformBeing a disruptive platform, at first it was not easy to change, but once we started using it we realized how easy and fast it is to manage everything! Today we are very satisfied with the platform.Date of experience: January 13, 2023",5
deel.com,"Santiago was very helpful with my issue.Date of experience: January 13, 2023",4
deel.com,"Internationally convenient 💯Date of experience: January 12, 2023",5
deel.com,"Prompt and to-the-point response.Date of experience: January 02, 2023",5
deel.com,"Everything is so wrong with Deelunfortunately, I couldn't solve my doubts but it's not CSR fault, I understand that the company's policies don't allow it. I am having problems with a client who has several contracts on this platform and Deel ""can't do anything"" I can't even send a report to notify them to be careful with this cliet.Date of experience: January 13, 2023",1
deel.com,"In times of financial hardship, DEEL ADVANCE IS SUCH A HELPING HAND.Date of experience: January 12, 2023",5
deel.com,"They want more data then the IRSWas interested getting set up with them at first, now going through verification, these guys want articles of incorporation? Screen shots of bank accounts, ID, etc. Vs just getting my account numbers for all of these items. Its not needed as they can verify who you are with your name and account numbers so dont understand why they need all this. Also have no clue of there security and protection of your data..Date of experience: January 12, 2023",1
deel.com,"Very kind and efficientDate of experience: January 12, 2023",5
deel.com,"The support is amazingThe support is amazing, they are fast, supportive and always give what you want.Date of experience: January 11, 2023",5
deel.com,"Their Customer support Service is super…Their Customer support Service is super helpful and clear when questions are askedDate of experience: January 12, 2023",5
deel.com,"Abdul was really nice and prompt!Date of experience: January 11, 2023",5
deel.com,"Its been over 2 years and its have been a seamless Experience…Its been over 2 years that I have been using deel with my team members. I'd say it have been a great experience especially the use of Deel card in making of online purchases. The experience have been seamless for me.Date of experience: January 11, 2023",5
deel.com,"Very Professional and provided…Very Professional and provided documentation on their findings.Date of experience: January 11, 2023",5
deel.com,"AmazingThe support was very kind and exhaustive in the answers.Amazing job!!Date of experience: January 10, 2023",5
deel.com,"Excellent serviceDate of experience: January 10, 2023",5
deel.com,"The support person answered all of my…The support person answered all of my questions patiently and sufficiently.Date of experience: January 10, 2023",5
deel.com,"Great platformDate of experience: January 10, 2023",5
deel.com,"Excellent Customer Service…I find that Deel is not only user-friendly but the customer service reps are patient, knowledgeable and always ready and available to assist you to resolve issues.  I absolutely love the response time and the care they take to ensure your customer experience is a positive one.  Shout out to Muhammad who sat with me for more than half an hour to ensure my issue was resolved.Date of experience: January 10, 2023",5
deel.com,"Director, People OperationsPatient, answered all questions, provided information in detail.Date of experience: January 01, 2023",5
deel.com,"the support line is greatthe support line is great, answeres in literally minutes.. its 24/7. good stuffDate of experience: January 09, 2023",5
deel.com,"Elkyn was straight forward in the…Elkyn was straight forward in the approach and answered directly to the questions asked.Date of experience: January 10, 2023",5
deel.com,"Moses was extremely helpful and…Moses was extremely helpful and attentative - from not knowing what the issue was we figured it out that the email address where the contract was sent you differs in the system.Date of experience: January 09, 2023",5
deel.com,"Constructive & SupportiveDate of experience: January 09, 2023",5
deel.com,"It is working!Yes, all was fast and smooth. Thanks.Date of experience: January 09, 2023",5
deel.com,"Deel is a very user-friendly platform.Deel is a very user-friendly platform that cares for customer satisfaction. I had a query and they responded very quickly. any company that is interested in forming contracts with employees should try out deel. Thanks deelDate of experience: January 02, 2023",5
deel.com,"It's a very good platform for remote…It's a very good platform for remote workers. Payments come through smoothly and I receive my money on time every month. The customer support team is also very friendly and helped to clear up some misconceptions I hadDate of experience: January 10, 2023",5
deel.com,"ReliabilityDate of experience: January 09, 2023",5
deel.com,"I found Deel to be quite responsive and…I found Deel to be quite responsive and easy to use. They were able to answer my questions about salary structure quickly.Date of experience: January 09, 2023",5
deel.com,"Great Customer SupportGreat Customer Support! Always helpsDate of experience: January 08, 2023",5
deel.com,"DYNAMIC DEELOff late, the support team respond as quick as possible. That's heartwarming. I love the patience and simplicity of help from the support team. Deel is the future of business transactionDate of experience: January 08, 2023",4
deel.com,"good supportnice supportDate of experience: January 08, 2023",5
deel.com,"Poor responsiveness, high transfer fees, late paymentsI requested a transfer with Binance 3 days ago, but they still haven't transferred me, also their transfer fee is very high and their response is very poor.Date of experience: January 05, 2023",1
deel.com,"Very good experienceDate of experience: January 07, 2023",5
deel.com,"I needed help with my verification and…I needed help with my verification and I was duly attended to. The agent, Camila is a very good woman. I really like her service. Thank youDate of experience: January 06, 2023",5
deel.com,"Deel is by far the best of the best!Date of experience: January 07, 2023",5
deel.com,"T team are fantasticT team are fantastic! They have patience and don’t give up as our issue is not solve! thank you!Date of experience: January 07, 2023",5
deel.com,"SatisfiedSimple, easy to use website, fast and helpful customer service.Date of experience: January 06, 2023",5
deel.com,"Great customer experience and…Great customer experience and well-trained agents who understands the customer's problem and provide solution on-time.Date of experience: January 06, 2023",5
deel.com,"Everything is perfecto 👍Everything is perfectoDate of experience: January 06, 2023",5
deel.com,"Worst experience i ever had with…Worst experience i ever had with customer service, they didn't accepted my id without giving reason, even after asking multiple timesThey're easy to reach and polite but refuse to helpedit: because deel insist to say they fixed it, I want to clarify, they end up accepting my id after way too much mail and categorically refuse to explain why they did that in the first place or recognizing any mistakes, my guess (i no proof, its speculation) is they just realized that I was working with a company that use deel for like fifty contractor so they took the time to manually process itMy opinion on deel didn't change, and if your not forced to use them, don't.Date of experience: January 06, 2023",1
deel.com,"I got the expected support.Date of experience: January 06, 2023",5
deel.com,"Camila answered all my questions with…Camila answered all my questions with great patience. Huge thanks for her.Date of experience: January 05, 2023",5
deel.com,"Awesome Support TeamThe best part of Deel is the awesome Support team, they go back and forth to help the customerDate of experience: January 04, 2023",5
deel.com,"I’m new to Deel and my experience so…I’m new to Deel and my experience so far has been great, Alicia helped me out and I appreciate the courtesyDate of experience: January 05, 2023",5
deel.com,"quick to responsethe Deel support rep was super responsive and got my inquiry solved very quickly!Date of experience: January 05, 2023",5
deel.com,"Top-notch customer careTheir level of assitance it top-notch.Date of experience: January 04, 2023",5
deel.com,"Excellent serviceGreat experience! Aline Da Silva was great, she resolved my questions in a timely and professional manner.Date of experience: January 05, 2023",5
deel.com,"Great implementation and customer care…Great implementation and customer care support (Managing and Paying Consultants)Date of experience: January 04, 2023",5
deel.com,"Great companyGreat company, support and serviceDate of experience: January 02, 2023",5
deel.com,"Impressed with great help in solving…Impressed with great help in solving problems.👍Date of experience: January 04, 2023",5
deel.com,"Melissa a Deel was very helpful dealing…Melissa a Deel was very helpful dealing with any issues.  Deel is very easy to use and a very cool software.Date of experience: January 05, 2023",5
deel.com,"Super professional company with great…Super professional company with great customer service.Date of experience: January 04, 2023",5
deel.com,"Super niceSuper nice! I used them for multiple accounts.Date of experience: January 04, 2023",5
deel.com,"24/7 Support teamConsidering the vast number of clients scattered across the globe I was pleased on the timely response by the Customer Support Team at Deel. They are always on standby and keen to be off help. Thumbs up!Date of experience: January 04, 2023",4
deel.com,"Very helpful and patient 💕Date of experience: January 04, 2023",5
deel.com,"Great and very profesionalDate of experience: January 04, 2023",5
deel.com,"The best customer support serviceEverytime I need Deel's support service the experience gets better. They always find a solution in record time. I couldn't be more pleased. Thank you for all your hard work.Date of experience: January 04, 2023",5
deel.com,"Good customer supportDate of experience: November 30, 2022",5
deel.com,"Exhausting experience but great support!I had to wait a couple of days to have my funds bounce back to my account. Due to holidays I had to wait much longer than I was asked to which got me frustrated. However, the Deel team was one of the humblest team I have talked to so far. They took into account my issues and helped resolving them asap!Date of experience: January 05, 2023",4
deel.com,"Excellent Customer Support!!Customer support is excellent! Easy and transparent onboarding!Date of experience: January 04, 2023",5
deel.com,"perfect supportgood support, kind, effectiveDate of experience: January 04, 2023",5
deel.com,"Hannibal was quick to respondHannibal was quick to respond, helpful, and friendly! Thanks for your help!Date of experience: January 03, 2023",5
deel.com,"Their Customer Support Agents have…Their Customer Support Agents have patient, good communication skills, and have the ability to resolve issues with their client.Date of experience: January 03, 2023",5
deel.com,"Great, but still has a few growing painsDeel still has a lot of growing pains, and could still improve. In general, they are super useful and customer support is always helpfulDate of experience: January 02, 2023",4
deel.com,"fast reply and excelent service.Date of experience: January 03, 2023",5
deel.com,"ThanksThanks. It was really helpfulDate of experience: January 03, 2023",5
deel.com,"My support person was quick to respond…My support person was quick to respond and ask questions to better help them get the info I needed.Date of experience: January 03, 2023",5
deel.com,"Customer support team is very helpfulCustomer support team is very helpful. They are available anytime you reach out to them and ensure that your issue is resolved and are indeed one of the nicest people. They deserve all the credit.Date of experience: January 02, 2023",5
deel.com,"Fast reply.superDate of experience: January 02, 2023",5
deel.com,"Fastest assistance and very helpfulFastest assistance and very helpful, question solved in a couple of minutes! A very user-friendly platform!Date of experience: January 03, 2023",5
deel.com,"Deel's support team is great!Rechelle, a member of support team from Deel was really kind with me attending to a really long request.Date of experience: January 02, 2023",5
deel.com,"Satisfactory serviceI am using their services, and so so satisfied!!Date of experience: January 02, 2023",5
